Time,Left_Fuse_MCCB,Left_MCCB,Left_Fuse,Left_HCB,Left_SSCB,Right_Fuse_MCCB,Right_MCCB,Right_Fuse,Right_HCB,Right_SSCB
18.9596167008898,1.477795221527245e-6,1.3698860647060052e-5,8.768471168374425e-6,3.4471214773734715e-6,1.4765853341147661e-6,1.4781099522132024e-6,2.488173920767167e-5,7.131416767780507e-6,5.976944233432313e-6,1.4765853341147661e-6
19.028062970568104,1.483727307127758e-6,1.3686924970057746e-5,8.718258387330202e-6,3.4562276078897725e-6,1.4825154112108052e-6,1.484042505661698e-6,2.4818382766467195e-5,7.07823577128508e-6,5.989861441957345e-6,1.4825154112108052e-6
19.096509240246405,1.4896338872416592e-6,1.3674646628381026e-5,8.668582527460167e-6,3.4651605527180607e-6,1.4884200675302495e-6,1.4899495264231177e-6,2.4754876041255258e-5,7.025700860197048e-6,6.002394936310829e-6,1.4884200675302495e-6
19.16495550992471,1.4955150531292816e-6,1.366204424879669e-5,8.619479629601301e-6,3.4739201457689717e-6,1.4942993944444538e-6,1.4958311055357498e-6,2.469127269633109e-5,6.973848174052222e-6,6.014544184140824e-6,1.4942993944444538e-6
19.23340177960301,1.5013708785094337e-6,1.3649135996329775e-5,8.570984517008995e-6,3.482506254370854e-6,1.5001534657832494e-6,1.5016873169404477e-6,2.462762485433423e-5,6.9227125953919e-6,6.0263087576784e-6,1.5001534657832494e-6
19.301848049281315,1.5072014659667232e-6,1.3635939606349012e-5,8.52313081134426e-6,3.4909188258991364e-6,1.5059823841312436e-6,1.5075182627777295e-6,2.4563983098024877e-5,6.872327765750086e-6,6.037688381477224e-6,1.5059823841312436e-6
19.370294318959616,1.5130069143109992e-6,1.3622472335828029e-5,8.475950871389415e-6,3.4991578558019043e-6,1.511786248409308e-6,1.5133240423015337e-6,2.4500396395787938e-5,6.822726023703041e-6,6.048682900883229e-6,1.511786248409308e-6
19.43874058863792,1.5187873305677613e-6,1.3608750963900462e-5,8.429475779281326e-6,3.507223399590309e-6,1.5175651657539646e-6,1.519104762204293e-6,2.4436912075098682e-5,6.773938390436385e-6,6.059292293469909e-6,1.5175651657539646e-6
19.50718685831622,1.524542817765706e-6,1.3594791765103587e-5,8.383735303651996e-6,3.515115560515092e-6,1.523319238860843e-6,1.5248605254036818e-6,2.4373575775227252e-5,6.725994534773072e-6,6.069516658602225e-6,1.523319238860843e-6
19.575633127994525,1.5302735058009276e-6,1.3580610532248905e-5,8.338757909731598e-6,3.5228345208748735e-6,1.529048597959104e-6,1.5305914620178385e-6,2.4310431447682745e-5,6.678922782166197e-6,6.07935624807876e-6,1.529048597959104e-6
19.644079397672826,1.535979507139018e-6,1.3566222519800775e-5,8.29457069595474e-6,3.5303804986064335e-6,1.5347533552922954e-6,1.5362976846233778e-6,2.4247521282605433e-5,6.632750051194236e-6,6.088811422166884e-6,1.5347533552922954e-6
19.71252566735113,1.5416609528973169e-6,1.3551642473186298e-5,8.251199412945276e-6,3.53775378147958e-6,1.5404336418667341e-6,1.541979324004572e-6,2.418488572197841e-5,6.587501873323021e-6,6.097882686240119e-6,1.5404336418667341e-6
19.78097193702943,1.547317984407215e-6,1.3536884611364819e-5,8.208668441644917e-6,3.5449547208799004e-6,1.5460895990138113e-6,1.547636522158946e-6,2.412256343031771e-5,6.5432023708122955e-6,6.106570682562484e-6,1.5460895990138113e-6
19.849418206707735,1.5529507335632076e-6,1.3521962603291193e-5,8.167000761227783e-6,3.551983710492479e-6,1.5517213581839329e-6,1.5532694103148614e-6,2.406059125714677e-5,6.49987422485232e-6,6.114876170193462e-6,1.5517213581839329e-6
19.917864476386036,1.558559340253396e-6,1.3506889578684955e-5,8.126217957982185e-6,3.5588412052867113e-6,1.5573290593762223e-6,1.5588781288045084e-6,2.3999004242769573e-5,6.457538684889741e-6,6.1228000440838315e-6,1.5573290593762223e-6
19.98631074606434,1.5641439546909552e-6,1.3491678127919293e-5,8.086340221424848e-6,3.5655277228485716e-6,1.562912852470788e-6,1.5644628280631068e-6,2.3937835609721958e-5,6.416215563409544e-6,6.1303433356307835e-6,1.562912852470788e-6
20.05475701574264,1.5697047338614212e-6,1.3476340295137668e-5,8.047386334419926e-6,3.5720438394948317e-6,1.5684728943421433e-6,1.570023664632103e-6,2.3877116752779592e-5,6.375923229051672e-6,6.137507210346449e-6,1.5684728943421433e-6
20.123203285420946,1.5752418370817978e-6,1.3460887573812919e-5,8.009373668960151e-6,3.5783901868313706e-6,1.5740093437521807e-6,1.5755607983836128e-6,2.3816877232962774e-5,6.33667860017173e-6,6.1442929623067855e-6,1.5740093437521807e-6
20.191649555099247,1.580755427665892e-6,1.344533090696931e-5,7.972318187055016e-6,3.584567452308285e-6,1.5795223636816402e-6,1.5810743924093984e-6,2.37571447798679e-5,6.298497146617343e-6,6.150702016816112e-6,1.5795223636816402e-6
